X,CH1,CH2,D7-D0,D15-D8,Start,Increment,
Sequence,Volt,Volt,,,-1.200000e-06,2.000000e-09
0,6.00e-01,6.00e-01,0x00,0x00,
1,6.00e-01,6.00e-01,0x00,0x00,
2,5.60e-01,5.60e-01,0x00,0x00,
3,5.60e-01,5.60e-01,0x00,0x00,
4,5.20e-01,5.20e-01,0x00,0x00,
5,5.20e-01,5.20e-01,0x00,0x00,
6,4.80e-01,4.80e-01,0x00,0x00,
7,4.80e-01,4.80e-01,0x00,0x00,
8,4.00e-01,4.00e-01,0x00,0x00,
9,4.00e-01,4.00e-01,0x00,0x00,
10,4.00e-01,4.00e-01,0x00,0x00,
11,4.00e-01,4.00e-01,0x00,0x00,
12,3.60e-01,3.60e-01,0x00,0x00,
13,3.60e-01,3.60e-01,0x00,0x00,
14,3.60e-01,3.20e-01,0x00,0x00,
15,3.60e-01,3.20e-01,0x00,0x00,
16,3.20e-01,3.20e-01,0x00,0x00,
17,3.20e-01,3.20e-01,0x00,0x00,
18,2.80e-01,2.80e-01,0x00,0x00,
19,2.80e-01,2.80e-01,0x00,0x00,
20,2.80e-01,2.80e-01,0x00,0x00,
21,2.80e-01,2.80e-01,0x00,0x00,
22,2.80e-01,2.00e-01,0x00,0x00,
23,2.80e-01,2.00e-01,0x00,0x00,
24,2.80e-01,2.00e-01,0x00,0x00,
25,2.80e-01,2.00e-01,0x00,0x00,
26,2.40e-01,2.00e-01,0x00,0x00,
27,2.40e-01,2.00e-01,0x00,0x00,
28,2.40e-01,2.00e-01,0x00,0x00,
29,2.40e-01,2.00e-01,0x00,0x00,
30,1.60e-01,1.60e-01,0x00,0x00,
31,1.60e-01,1.60e-01,0x00,0x00,
32,1.60e-01,1.60e-01,0x00,0x00,
33,1.60e-01,1.60e-01,0x00,0x00,
34,1.60e-01,1.60e-01,0x00,0x00,
35,1.60e-01,1.60e-01,0x00,0x00,
36,1.60e-01,1.60e-01,0x00,0x00,
37,1.60e-01,1.60e-01,0x00,0x00,
38,1.60e-01,1.20e-01,0x00,0x00,
39,1.60e-01,1.20e-01,0x00,0x00,
40,1.60e-01,1.20e-01,0x00,0x00,
41,1.60e-01,1.20e-01,0x00,0x00,
42,1.20e-01,1.20e-01,0x00,0x00,
43,1.20e-01,1.20e-01,0x00,0x00,
44,1.20e-01,1.20e-01,0x00,0x00,
45,1.20e-01,1.20e-01,0x00,0x00,
46,1.20e-01,1.20e-01,0x00,0x00,
47,1.20e-01,1.20e-01,0x00,0x00,
48,1.20e-01,8.00e-02,0x00,0x00,
49,1.20e-01,8.00e-02,0x00,0x00,
50,1.20e-01,8.00e-02,0x00,0x00,
51,1.20e-01,8.00e-02,0x00,0x00,
52,1.20e-01,8.00e-02,0x00,0x00,
53,1.20e-01,8.00e-02,0x00,0x00,
54,8.00e-02,8.00e-02,0x00,0x00,
55,8.00e-02,8.00e-02,0x00,0x00,
56,8.00e-02,8.00e-02,0x00,0x00,
57,8.00e-02,8.00e-02,0x00,0x00,
58,8.00e-02,8.00e-02,0x00,0x00,
59,8.00e-02,8.00e-02,0x00,0x00,
60,8.00e-02,8.00e-02,0x00,0x00,
61,8.00e-02,8.00e-02,0x00,0x00,
62,8.00e-02,8.00e-02,0x00,0x00,
63,8.00e-02,8.00e-02,0x00,0x00,
64,8.00e-02,8.00e-02,0x00,0x00,
65,8.00e-02,8.00e-02,0x00,0x00,
66,8.00e-02,8.00e-02,0x00,0x00,
67,8.00e-02,8.00e-02,0x00,0x00,
68,8.00e-02,4.00e-02,0x00,0x00,
69,8.00e-02,4.00e-02,0x00,0x00,
70,8.00e-02,4.00e-02,0x00,0x00,
71,8.00e-02,4.00e-02,0x00,0x00,
72,8.00e-02,4.00e-02,0x00,0x00,
73,8.00e-02,4.00e-02,0x00,0x00,
74,4.00e-02,4.00e-02,0x00,0x00,
75,4.00e-02,4.00e-02,0x00,0x00,
76,8.00e-02,8.00e-02,0x00,0x00,
77,8.00e-02,8.00e-02,0x00,0x00,
78,1.20e-01,1.20e-01,0x00,0x00,
79,1.20e-01,1.20e-01,0x00,0x00,
80,3.20e-01,3.20e-01,0x00,0x00,
81,3.20e-01,3.20e-01,0x00,0x00,
82,5.20e-01,5.20e-01,0x00,0x00,
83,5.20e-01,5.20e-01,0x00,0x00,
84,6.80e-01,6.40e-01,0xD0,0xE0,
85,6.80e-01,6.40e-01,0xD0,0xE0,
86,7.20e-01,7.60e-01,0xF7,0xFB,
87,7.20e-01,7.60e-01,0xF7,0xFB,
88,8.40e-01,8.00e-01,0xFF,0xFF,
89,8.40e-01,8.00e-01,0xFF,0xFF,
90,9.60e-01,9.60e-01,0xFF,0xFF,
91,9.60e-01,9.60e-01,0xFF,0xFF,
92,1.08e+00,1.08e+00,0xFF,0xFF,
93,1.08e+00,1.08e+00,0xFF,0xFF,
94,1.16e+00,1.20e+00,0xFF,0xDF,
95,1.16e+00,1.20e+00,0xFF,0xDF,
96,1.24e+00,1.24e+00,0x7F,0xDF,
97,1.24e+00,1.24e+00,0x7F,0xDF,
98,1.24e+00,1.24e+00,0x3F,0xDD,
99,1.24e+00,1.24e+00,0x3F,0xDD,
100,1.24e+00,1.24e+00,0x3F,0xDC,
101,1.24e+00,1.24e+00,0x3F,0xDC,
102,1.28e+00,1.28e+00,0x3F,0xDC,
103,1.28e+00,1.28e+00,0x3F,0xDC,
104,1.36e+00,1.36e+00,0x3F,0xDC,
105,1.36e+00,1.36e+00,0x3F,0xDC,
106,1.40e+00,1.40e+00,0x3F,0xDC,
107,1.40e+00,1.40e+00,0x3F,0xDC,
108,1.44e+00,1.44e+00,0x3F,0xDC,
109,1.44e+00,1.44e+00,0x3F,0xDC,
110,1.48e+00,1.48e+00,0x3F,0xDC,
111,1.48e+00,1.48e+00,0x3F,0xDC,
112,1.48e+00,1.52e+00,0x3F,0xDC,
113,1.48e+00,1.52e+00,0x3F,0xDC,
114,1.52e+00,1.52e+00,0x3F,0xDC,
115,1.52e+00,1.52e+00,0x3F,0xDC,
116,1.60e+00,1.60e+00,0x3F,0xDC,
117,1.60e+00,1.60e+00,0x3F,0xDC,
118,1.64e+00,1.64e+00,0x3F,0xDC,
119,1.64e+00,1.64e+00,0x3F,0xDC,
120,1.64e+00,1.64e+00,0x3F,0xDC,
121,1.64e+00,1.64e+00,0x3F,0xDC,
122,1.64e+00,1.68e+00,0x3F,0xDC,
123,1.64e+00,1.68e+00,0x3F,0xDC,
124,1.68e+00,1.68e+00,0x3F,0xDC,
125,1.68e+00,1.68e+00,0x3F,0xDC,
126,1.68e+00,1.68e+00,0x3F,0xDC,
127,1.68e+00,1.68e+00,0x3F,0xDC,
128,1.68e+00,1.68e+00,0x3F,0xDC,
129,1.68e+00,1.68e+00,0x3F,0xDC,
130,1.72e+00,1.72e+00,0x3F,0xDC,
131,1.72e+00,1.72e+00,0x3F,0xDC,
132,1.72e+00,1.72e+00,0x3F,0xDC,
133,1.72e+00,1.72e+00,0x3F,0xDC,
134,1.72e+00,1.76e+00,0x3F,0xDC,
135,1.72e+00,1.76e+00,0x3F,0xDC,
136,1.76e+00,1.76e+00,0x3F,0xDC,
137,1.76e+00,1.76e+00,0x3F,0xDC,
138,1.76e+00,1.76e+00,0x3F,0xDC,
139,1.76e+00,1.76e+00,0x3F,0xDC,
140,1.76e+00,1.76e+00,0x3F,0xDC,
141,1.76e+00,1.76e+00,0x3F,0xDC,
142,1.76e+00,1.76e+00,0x3F,0xDC,
143,1.76e+00,1.76e+00,0x3F,0xDC,
144,1.84e+00,1.84e+00,0x3F,0xDC,
145,1.84e+00,1.84e+00,0x3F,0xDC,
146,1.84e+00,1.84e+00,0x3F,0xDC,
147,1.84e+00,1.84e+00,0x3F,0xDC,
148,1.84e+00,1.84e+00,0x3F,0xDC,
149,1.84e+00,1.84e+00,0x3F,0xDC,
150,1.84e+00,1.84e+00,0x3F,0xDC,
151,1.84e+00,1.84e+00,0x3F,0xDC,
152,1.84e+00,1.84e+00,0x3F,0xDC,
153,1.84e+00,1.84e+00,0x3F,0xDC,
154,1.84e+00,1.84e+00,0x3F,0xDC,
155,1.84e+00,1.84e+00,0x3F,0xDC,
156,1.84e+00,1.88e+00,0x3F,0xDC,
157,1.84e+00,1.88e+00,0x3F,0xDC,
158,1.84e+00,1.88e+00,0x3F,0xDC,
159,1.84e+00,1.88e+00,0x3F,0xDC,
160,1.88e+00,1.88e+00,0x3F,0xDC,
161,1.88e+00,1.88e+00,0x3F,0xDC,
162,1.88e+00,1.88e+00,0x3F,0xDC,
163,1.88e+00,1.88e+00,0x3F,0xDC,
164,1.88e+00,1.88e+00,0x3F,0xDC,
165,1.88e+00,1.88e+00,0x3F,0xDC,
166,1.88e+00,1.88e+00,0x3F,0xDC,
167,1.88e+00,1.88e+00,0x3F,0xDC,
168,1.88e+00,1.88e+00,0x3F,0xDC,
169,1.88e+00,1.88e+00,0x3F,0xDC,
170,1.88e+00,1.88e+00,0x3F,0xDC,
171,1.88e+00,1.88e+00,0x3F,0xDC,
172,1.88e+00,1.88e+00,0x3F,0xDC,
173,1.88e+00,1.88e+00,0x3F,0xDC,
174,1.88e+00,1.88e+00,0x3F,0xDC,
175,1.88e+00,1.88e+00,0x3F,0xDC,
176,1.88e+00,1.88e+00,0x3F,0xDC,
177,1.88e+00,1.88e+00,0x3F,0xDC,
178,1.76e+00,1.76e+00,0x3F,0xDC,
179,1.76e+00,1.76e+00,0x3F,0xDC,
180,1.64e+00,1.64e+00,0x3F,0xDC,
181,1.64e+00,1.64e+00,0x3F,0xDC,
182,1.40e+00,1.40e+00,0x3F,0xDC,
183,1.40e+00,1.40e+00,0x3F,0xDC,
184,1.28e+00,1.24e+00,0x3F,0xDC,
185,1.28e+00,1.24e+00,0x3F,0xDC,
186,1.20e+00,1.20e+00,0x3F,0xDC,
187,1.20e+00,1.20e+00,0x3F,0xDC,
188,1.08e+00,1.08e+00,0x3F,0xDC,
189,1.08e+00,1.08e+00,0x3F,0xDC,
190,9.60e-01,1.00e+00,0x3F,0xDC,
191,9.60e-01,1.00e+00,0x3F,0xDC,
192,8.40e-01,8.40e-01,0x17,0x4C,
193,8.40e-01,8.40e-01,0x17,0x4C,
194,7.60e-01,7.20e-01,0x15,0x48,
195,7.60e-01,7.20e-01,0x15,0x48,
196,7.20e-01,6.40e-01,0x01,0x00,
197,7.20e-01,6.40e-01,0x01,0x00,
198,6.80e-01,6.40e-01,0x00,0x00,
199,6.80e-01,6.40e-01,0x00,0x00,
200,6.80e-01,6.40e-01,0x00,0x00,
